"","Duration..in.seconds.","ResponseId","UserLanguage","ses_gender","ses_year_born.","ses_region.","ses_education","ses_income","ses_children","ses_citizen_status","ses_employ_status","ses_household_compo_1","ses_household_compo_2","ses_household_compo_3","ses_household_compo_4","ideo_left_right_1","ideo_interest._1","attention","budget_issue_imp_1","budget_issue_imp_2","budget_issue_imp_3","budget_issue_imp_4","budget_issue_imp_5","budget_spend_prio_6","budget_spend_prio_7","budget_spend_prio_8","budget_spend_prio_9","budget_spend_prio_10","tradeoff_cc1_tax","tradeoff_cc1_cut","tradeoff_cc1_debt","tradeoff_cc1_no_spend","tradeoff_ge_tax","tradeoff_ge_cut","tradeoff_ge_debt","tradeoff_ge_no_spend","tradeoff_tax_less_services","tradeoff_tax_sales_tax","tradeoff_tax_inc_tax","tradeoff_tax_wealth_tax","tradeoff_hc_all","tradeoff_hc_spend","tradeoff_hc_pensions","tradeoff_cc2_all","tradeoff_cc2_low_inc","tradeoff_cc2_educ_all","tradeoff_cc2_educ_low_inc","redis_fei_can1","redis_fei_can2.","redis_pnvo_rich","redis_pnvo_poor.","redis_fid_can","redis_prev_freerider","redis_iden_freerider","redis_human_nature.","PID","province","ses_language_clean","ideo_vote_fed_clean","ideo_vote_prov_clean","ideo_define_clean","trust_social_clean","trust_inst_pp","trust_inst_fed","trust_inst_prov","trust_inst_media","ses_region_cat","budget_spend_prio_health_num","budget_spend_prio_health_raw","budget_spend_prio_health_norm","budget_spend_prio_seniors_num","budget_spend_prio_seniors_raw","budget_spend_prio_seniors_norm","budget_spend_prio_cc_num","budget_spend_prio_cc_raw","budget_spend_prio_cc_norm","budget_spend_prio_ecn_num","budget_spend_prio_ecn_raw","budget_spend_prio_ecn_norm","budget_spend_prio_clim_num","budget_spend_prio_clim_raw","budget_spend_prio_clim_norm","tradeoff_cc1_tax_bin","tradeoff_cc1_tax_intensity","tradeoff_cc1_cut_bin","tradeoff_cc1_cut_intensity","tradeoff_cc1_debt_bin","tradeoff_cc1_debt_intensity","tradeoff_cc1_no_spend_bin","tradeoff_cc1_no_spend_intensity","tradeoff_ge_tax_bin","tradeoff_ge_tax_intensity","tradeoff_ge_cut_bin","tradeoff_ge_cut_intensity","tradeoff_ge_debt_bin","tradeoff_ge_debt_intensity","tradeoff_ge_no_spend_bin","tradeoff_ge_no_spend_intensity","tradeoff_tax_less_services_bin","tradeoff_tax_less_services_intensity","tradeoff_tax_sales_tax_bin","tradeoff_tax_sales_tax_intensity","tradeoff_tax_inc_tax_bin","tradeoff_tax_inc_tax_intensity","tradeoff_tax_wealth_tax_bin","tradeoff_tax_wealth_tax_intensity","tradeoff_hc_all_bin","tradeoff_hc_all_intensity","tradeoff_hc_spend_bin","tradeoff_hc_spend_intensity","tradeoff_hc_pensions_bin","tradeoff_hc_pensions_intensity","tradeoff_cc2_all_bin","tradeoff_cc2_all_intensity","tradeoff_cc2_low_inc_bin","tradeoff_cc2_low_inc_intensity","tradeoff_cc2_educ_all_bin","tradeoff_cc2_educ_all_intensity","tradeoff_cc2_educ_low_inc_bin","tradeoff_cc2_educ_low_inc_intensity","tradeoff_cc1_tax_strong","tradeoff_cc1_cut_strong","tradeoff_cc1_debt_strong","tradeoff_cc1_no_spend_strong","tradeoff_ge_tax_strong","tradeoff_ge_cut_strong","tradeoff_ge_debt_strong","tradeoff_ge_no_spend_strong","tradeoff_tax_less_services_strong","tradeoff_tax_sales_tax_strong","tradeoff_tax_inc_tax_strong","tradeoff_tax_wealth_tax_strong","tradeoff_hc_all_strong","tradeoff_hc_spend_strong","tradeoff_hc_pensions_strong","tradeoff_cc2_all_strong","tradeoff_cc2_low_inc_strong","tradeoff_cc2_educ_all_strong","tradeoff_cc2_educ_low_inc_strong","redis_intelligence_num","redis_intelligence_bin","redis_opportunity_num","redis_opportunity_bin","redis_reasons_rich_num","redis_reasons_rich_bin","redis_reasons_poor_num","redis_reasons_poor_bin","redis_effort_num","redis_effort_bin","redis_social_benefits_num","redis_social_benefits_bin","redis_welfare_num","redis_welfare_bin","redis_no_cheat_system_num","redis_no_cheat_system_bin","trust_social_num","trust_social_bin","trust_inst_pp_num","trust_inst_pp_bin","trust_inst_fed_num","trust_inst_fed_bin","trust_inst_prov_num","trust_inst_prov_bin","trust_inst_media_num","trust_inst_media_bin"
"1370",331,"R_3UAaiMN2geszh1D","EN","Female",2002,"Prince Edward Island","Completed secondary/ high school","$30,001 to $60,000","In couple with children","No","A caregiver or homemaker",1,0,0,0,10,6,"Brown",2,5,3,1,4,40,30,0,30,0,0,0,0,100,0,0,0,100,100,0,0,0,30,50,20,0,0,0,100,"Rarely","","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","f0d10b7e-99ec-f011-8d4c-002248d5417f","Prince Edward Island","English","Did not vote","Did not vote","Equally Canadian and Prince Edward Islander",3,0,0,1,1,"East Coast",40,0.4,0.5,30,0.3,0.25,0,0,0,30,0.3,0.25,0,0,0,0,-25,0,-25,0,-25,1,75,0,-25,0,-25,0,-25,1,75,1,75,0,-25,0,-25,0,-25,0,-3.33333333333334,1,16.6666666666667,0,-13.3333333333333,0,-25,0,-25,0,-25,1,75,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.33,0,NA,0,0.66,1,0.33,0,0.66,1,0.66,1,0.33,0,0.33,0,3,0,0,0,0,0,1,0,1,0
"1371",574,"R_1qjI5T6pvtYWjps","FR","Female",1963,"Quebec","Completed secondary/ high school","$60,001 to $90,000","In couple without children","Yes","Unemployed, and looking for work",NA,NA,NA,NA,8,6,"Brown",1,5,2,3,4,30,50,5,10,5,25,25,25,25,25,35,25,15,25,25,25,25,50,20,30,40,20,20,20,"","Rarely","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Sometimes","e8e79fd5-5cdc-f011-8d4c-002248d5417f","Québec","French","Bloc Québécois","Québec solidaire","First Quebecer, second Canadian",2,2,2,2,0,"Quebec",30,0.3,0.25,50,0.5,0.5,5,0.05,0,10,0.1,0,5,0.05,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,-10,0,0,0,0,0,0,0,0,1,16.6666666666667,0,-13.3333333333333,0,-3.33333333333334,1,15,0,-5,0,-5,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.33,0,0.33,0,0.33,0,0.66,1,0.33,0,0.33,0,0.66,1,2,0,2,0,2,0,2,0,0,0
"1372",1151,"R_6l7ZVYrBPW69UU9","FR","Female",1979,"Quebec","Completed technical, community college, CEGEP, College Classique","$60,001 to $90,000","Alone with children","Yes","Unemployed, and looking for work",0,1,1,1,5,5,"Brown",1,2,3,4,5,30,30,20,10,10,0,100,0,0,0,0,0,100,100,0,0,0,30,30,40,0,0,0,100,"Rarely","","Most of the time","Most of the time","Rarely","Sometimes","Most of the time","Sometimes","75605504-76ed-f011-8d4c-002248d5417f","Québec","French","Did not vote","Did not vote","Solely as Quebecer",1,0,0,0,1,"Quebec",30,0.3,0.25,30,0.3,0.25,20,0.2,0.25,10,0.1,0,10,0.1,0,0,-25,1,75,0,-25,0,-25,0,-25,0,-25,0,-25,1,75,1,75,0,-25,0,-25,0,-25,0,-3.33333333333334,0,-3.33333333333334,1,6.66666666666666,0,-25,0,-25,0,-25,1,75,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.33,0,NA,0,0,0,0,0,0.33,0,0.66,1,0,0,0.66,1,1,0,0,0,0,0,0,0,1,0
"1373",738,"R_5D6dijU1ziT36sx","EN","Female",1959,"New Brunswick","Completed secondary/ high school","$60,001 to $90,000","In couple with children","Yes","Working full-time (35 or more hours per week)",0,0,0,2,2,7,"Brown",1,4,3,2,5,40,20,10,10,20,0,0,100,0,0,50,50,0,0,0,50,50,100,0,0,50,0,50,0,"","Rarely","Most of the time","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","23d99fd5-5cdc-f011-8d4c-002248d5417f","New Brunswick","English","Liberal Party of Canada","Liberal Party of New Brunswick","Solely as Canadian",2,2,3,3,2,"East Coast",40,0.4,0.5,20,0.2,0.25,10,0.1,0,10,0.1,0,20,0.2,0.25,0,-25,0,-25,1,75,0,-25,0,-25,0,25,0,25,0,-25,0,-25,0,-25,0,25,0,25,1,66.6666666666667,0,-33.3333333333333,0,-33.3333333333333,0,25,0,-25,0,25,0,-25,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0.33,0,0,0,0.33,0,0.66,1,0.66,1,0.33,0,0.33,0,2,0,2,0,3,0,3,0,2,0
"1374",18267,"R_7CfgjzbTZY5TVVp","FR","Female",2002,"Quebec","Completed technical, community college, CEGEP, College Classique","$90,001 to $110,000","In couple without children","Yes","Working full-time (35 or more hours per week)",NA,NA,NA,NA,8,0,"Brown",1,3,4,2,5,50,10,20,10,10,0,50,50,0,0,0,0,100,0,0,0,100,50,50,0,50,20,20,10,"","Most of the time","Rarely","Most of the time","Sometimes","Sometimes","Sometimes","Rarely","9f7363f2-75ed-f011-8d4c-002248d5417f","Québec","French","Conservative Party of Canada","Conservative Party of Quebec","First Quebecer, second Canadian",7,7,6,6,4,"Quebec",50,0.5,0.5,10,0.1,0,20,0.2,0.25,10,0.1,0,10,0.1,0,0,-25,0,25,0,25,0,-25,0,-25,0,-25,0,-25,1,75,0,-25,0,-25,0,-25,1,75,0,16.6666666666667,0,16.6666666666667,0,-33.3333333333333,1,25,0,-5,0,-5,0,-15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NA,0,1,1,0.66,1,0,0,0.66,1,0.66,1,0.33,0,0.33,0,7,1,7,1,6,1,6,1,4,0
"1375",854,"R_3vy7uNg0Mt5RQYN","FR","Female",2002,"Quebec","Completed technical, community college, CEGEP, College Classique","Don’t know/Prefer not to answer","Other/Prefer not to answer","Yes","A student attending school",0,0,0,0,5,7,"Brown",1,2,5,4,3,40,15,20,5,20,20,20,10,50,20,70,10,0,50,0,20,30,80,10,10,50,0,50,0,"","Most of the time","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","Most of the time","767363f2-75ed-f011-8d4c-002248d5417f","Québec","French","Liberal Party of Canada","Quebec Liberal Party","First Canadian, second Quebecer",6,4,7,6,8,"Quebec",40,0.4,0.5,15,0.15,0.25,20,0.2,0.25,5,0.05,0,20,0.2,0.25,0,-5,0,-5,0,-15,1,25,0,-5,1,45,0,-15,0,-25,1,25,0,-25,0,-5,0,5,1,46.6666666666667,0,-23.3333333333333,0,-23.3333333333333,0,25,0,-25,0,25,0,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,0.33,0,0.33,0,0.66,1,0.66,1,0.66,1,1,1,6,1,4,0,7,1,6,1,8,1
"1376",203,"R_3s4XFlCIQdRZZdj","EN","Male",2001,"Alberta","Some elementary school","$60,001 to $90,000","Alone without children","Yes","Working full-time (35 or more hours per week)",NA,NA,NA,NA,8,5,"Brown",2,4,3,1,5,20,20,20,20,20,25,25,25,25,25,25,25,25,25,25,25,25,25,50,25,25,25,25,25,"","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","d57663f2-75ed-f011-8d4c-002248d5417f","Alberta","English","Conservative Party of Canada","United Conservative Party of Alberta","Solely as Canadian",4,6,8,6,6,"Alberta",20,0.2,0.25,20,0.2,0.25,20,0.2,0.25,20,0.2,0.25,20,0.2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.33333333333334,1,16.6666666666667,0,-8.33333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.33,0,0.33,0,0.33,0,0.66,1,0.66,1,0.33,0,0.33,0,4,0,6,1,8,1,6,1,6,1
"1377",827,"R_7kzjMI14CUywji8","EN","Female",1993,"Alberta","Bachelor’s degree","Don’t know/Prefer not to answer","In couple with children","No","Unemployed, and looking for work",1,1,0,2,5,2,"Brown",1,2,4,3,5,20,20,25,10,25,25,25,25,25,25,25,25,25,30,20,20,30,30,35,35,25,30,20,25,"","Never","Never","Rarely","Never","Rarely","Never","Never","da0561f8-75ed-f011-8d4c-002248d5417f","Alberta","English","Did not vote","Did not vote","Equally Canadian and Albertan",5,5,6,5,3,"Alberta",20,0.2,0.25,20,0.2,0.25,25,0.25,0.25,10,0.1,0,25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,-5,0,-5,0,5,0,-3.33333333333334,0,1.66666666666666,0,1.66666666666666,0,0,1,5,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,1,0.66,1,0,0,0.33,0,1,1,0,0,5,0,5,0,6,1,5,0,3,0
"1378",689,"R_6DGpDzc9fCS15Yu","FR","Female",1979,"Quebec","Completed technical, community college, CEGEP, College Classique","Don’t know/Prefer not to answer","In couple with children","Yes","Working full-time (35 or more hours per week)",0,0,0,2,5,2,"Brown",1,2,3,5,4,40,30,20,9,1,10,20,20,50,0,25,25,50,0,0,50,50,30,50,20,25,25,25,25,"","Rarely","Sometimes","Rarely","Rarely","Sometimes","Sometimes","Sometimes","b4b20a9d-99ec-f011-8d4c-002248d5417f","Québec","French","Bloc Québécois","Parti québécois","First Quebecer, second Canadian",4,3,3,3,5,"Quebec",40,0.4,0.5,30,0.3,0.25,20,0.2,0.25,9,0.09,0,1,0.01,0,0,-15,0,-5,0,-5,1,25,0,-25,0,0,0,0,1,25,0,-25,0,-25,0,25,0,25,0,-3.33333333333334,1,16.6666666666667,0,-13.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.33,0,0.33,0,0.66,1,0.33,0,0.66,1,0.33,0,0.66,1,4,0,3,0,3,0,3,0,5,0
"1379",1387,"R_3qvNol8LsHMsczZ","EN","Female",1957,"Alberta","Master’s degree","More than $200,000","In couple without children","No","Working part-time (less than 35 hours per week)",NA,NA,NA,NA,8,8,"Brown",3,5,4,2,1,40,10,8,40,2,0,20,0,80,0,0,0,100,100,0,0,0,10,90,0,90,10,0,0,"Rarely","","Sometimes","Sometimes","Most of the time","Rarely","Sometimes","Rarely","51d873b5-99ec-f011-8d4c-002248d5417f","Alberta","English","Conservative Party of Canada","United Conservative Party of Alberta","First Canadian, second Albertan",6,2,0,8,0,"Alberta",40,0.4,0.5,10,0.1,0,8,0.08,0,40,0.4,0.5,2,0.02,0,0,-25,0,-5,0,-25,1,55,0,-25,0,-25,0,-25,1,75,1,75,0,-25,0,-25,0,-25,0,-23.3333333333333,1,56.6666666666667,0,-33.3333333333333,1,65,0,-15,0,-25,0,-25,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0.33,0,NA,0,0.33,0,0.33,0,1,1,0.33,0,0.33,0,0.33,0,6,1,2,0,0,0,8,1,0,0
"1380",322,"R_1C7awJ4g2qRieJX","FR","Male",2003,"Quebec","Some university","$1 to $30,000","Alone without children","Yes","A student attending school",NA,NA,NA,NA,5,5,"Brown",3,4,5,2,1,5,5,80,5,5,25,25,25,25,25,25,25,25,25,25,25,25,34,33,33,80,5,10,5,"Most of the time","","Most of the time","Most of the time","Most of the time","Most of the time","Sometimes","Most of the time","bf7fb484-99ec-f011-8d4c-002248d5417f","Québec","French","Did not vote","Parti québécois","Solely as Canadian",7,5,5,5,5,"Quebec",5,0.05,0,5,0.05,0,80,0.8,0.75,5,0.05,0,5,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.666666666666664,0,-0.333333333333336,0,-0.333333333333336,1,55,0,-20,0,-15,0,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,NA,0,0,0,0,0,1,1,1,1,0.33,0,1,1,7,1,5,0,5,0,5,0,5,0
"1381",771,"R_7j9euHZTifIZdXr","FR","Female",1957,"Quebec","Bachelor’s degree","$30,001 to $60,000","Alone without children","Yes","Retired",NA,NA,NA,NA,3,3,"Brown",2,5,4,3,1,35,40,10,5,10,0,0,0,100,0,0,0,100,25,0,25,50,33,34,33,20,30,30,20,"","Sometimes","Most of the time","Sometimes","Rarely","Most of the time","Sometimes","Rarely","77d873b5-99ec-f011-8d4c-002248d5417f","Québec","French","Did not vote","Conservative Party of Quebec","First Quebecer, second Canadian",2,3,2,3,1,"Quebec",35,0.35,0.25,40,0.4,0.5,10,0.1,0,5,0.05,0,10,0.1,0,0,-25,0,-25,0,-25,1,75,0,-25,0,-25,0,-25,1,75,0,0,0,-25,0,0,1,25,0,-0.333333333333336,1,0.666666666666664,0,-0.333333333333336,0,-5,0,5,0,5,0,-5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.66,1,0,0,0.33,0,0.33,0,1,1,0.33,0,0.33,0,2,0,3,0,2,0,3,0,1,0
"1382",765,"R_3qEisai6OzRp6G9","EN","Female",1984,"Alberta","Bachelor’s degree","Don’t know/Prefer not to answer","In couple with children","Yes","Working part-time (less than 35 hours per week)",0,1,1,0,3,7,"Brown",1,2,5,3,4,60,10,10,10,10,100,0,0,0,60,10,20,10,15,5,30,50,30,30,40,50,0,50,0,"Sometimes","","Sometimes","Most of the time","Sometimes","Sometimes","Most of the time","Sometimes","06f1c890-99ec-f011-8d4c-002248d5417f","Alberta","English","Liberal Party of Canada","New Democratic Party","Solely as Canadian",7,5,8,1,5,"Alberta",60,0.6,0.5,10,0.1,0,10,0.1,0,10,0.1,0,10,0.1,0,1,75,0,-25,0,-25,0,-25,1,35,0,-15,0,-5,0,-15,0,-10,0,-20,0,5,1,25,0,-3.33333333333334,0,-3.33333333333334,1,6.66666666666666,0,25,0,-25,0,25,0,-25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,1,NA,0,0.33,0,0,0,0.66,1,0.66,1,0,0,0.66,1,7,1,5,0,8,1,1,0,5,0
"1383",760,"R_6tsddlNMHnWTsYR","FR","Female",1955,"Quebec","Professional degree or doctorate","$110,001 to $150,000","In couple without children","No","Retired",NA,NA,NA,NA,1,10,"Brown",5,3,4,2,1,50,20,5,5,20,0,0,0,100,90,10,0,0,0,0,50,50,15,80,5,10,40,10,40,"","Sometimes","Most of the time","Most of the time","Rarely","Most of the time","Rarely","Sometimes","f3d873b5-99ec-f011-8d4c-002248d5417f","Québec","French","Liberal Party of Canada","Quebec Liberal Party","First Canadian, second Quebecer",2,1,4,1,2,"Quebec",50,0.5,0.5,20,0.2,0.25,5,0.05,0,5,0.05,0,20,0.2,0.25,0,-25,0,-25,0,-25,1,75,1,65,0,-15,0,-25,0,-25,0,-25,0,-25,0,25,0,25,0,-18.3333333333333,1,46.6666666666667,0,-28.3333333333333,0,-15,0,15,0,-15,0,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.66,1,0,0,0,0,0.33,0,1,1,0.66,1,0.66,1,2,0,1,0,4,0,1,0,2,0
"1384",2717,"R_6voRfGfSRyrOchz","FR","Male",1956,"Quebec","Some secondary/ high school","$60,001 to $90,000","In couple without children","Yes","Retired",NA,NA,NA,NA,5,7,"Brown",1,4,2,3,5,20,15,15,25,25,0,0,100,0,0,0,100,0,0,0,0,100,0,100,0,0,100,0,0,"","Rarely","Most of the time","Sometimes","Sometimes","Rarely","Most of the time","Most of the time","39427fbb-99ec-f011-8d4c-002248d5417f","Québec","French","Bloc Québécois","Coalition Avenir Québec","First Quebecer, second Canadian",5,5,5,5,5,"Quebec",20,0.2,0.25,15,0.15,0.25,15,0.15,0.25,25,0.25,0.25,25,0.25,0.25,0,-25,0,-25,1,75,0,-25,0,-25,0,-25,1,75,0,-25,0,-25,0,-25,0,-25,1,75,0,-33.3333333333333,1,66.6666666666667,0,-33.3333333333333,0,-25,1,75,0,-25,0,-25,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,NA,0,0.33,0,0,0,0.33,0,0.66,1,0.33,0,0,0,1,1,5,0,5,0,5,0,5,0,5,0
"1385",823,"R_7ysBka27LhcMPiQ","EN","Female",1990,"Alberta","Professional degree or doctorate","Don’t know/Prefer not to answer","In couple with children","Yes","Working full-time (35 or more hours per week)",1,0,0,0,3,5,"Brown",1,2,5,4,3,30,10,30,10,20,30,30,40,0,30,20,50,0,0,0,50,50,50,40,10,60,0,40,0,"Sometimes","","Sometimes","Most of the time","Rarely","Sometimes","Rarely","Most of the time","b8aae2d5-5cdc-f011-8d4c-002248d5417f","Alberta","English","New Democratic Party","New Democratic Party","Solely as Canadian",8,2,5,0,2,"Alberta",30,0.3,0.25,10,0.1,0,30,0.3,0.25,10,0.1,0,20,0.2,0.25,0,5,0,5,1,15,0,-25,0,5,0,-5,1,25,0,-25,0,-25,0,-25,0,25,0,25,1,16.6666666666667,0,6.66666666666666,0,-23.3333333333333,1,35,0,-25,0,15,0,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,1,NA,0,0.33,0,0,0,0.33,0,0.66,1,0.66,1,1,1,8,1,2,0,5,0,0,0,2,0
"1386",583,"R_5Ao14jszr3m4rFn","FR","Female",1988,"Quebec","Bachelor’s degree","$90,001 to $110,000","In couple with children","Yes","Working full-time (35 or more hours per week)",3,0,0,0,5,7,"Brown",2,1,4,3,5,50,10,10,5,25,40,20,40,0,30,40,30,0,10,0,40,50,40,60,0,35,15,25,25,"Sometimes","","Sometimes","Sometimes","Rarely","Sometimes","Sometimes","Rarely","5645d496-99ec-f011-8d4c-002248d5417f","Québec","French","Liberal Party of Canada","Parti québécois","Equally Canadian and Quebecer",6,3,4,2,4,"Quebec",50,0.5,0.5,10,0.1,0,10,0.1,0,5,0.05,0,25,0.25,0.25,0,15,0,-5,0,15,0,-25,0,5,1,15,0,5,0,-25,0,-15,0,-25,0,15,1,25,0,6.66666666666666,1,26.6666666666667,0,-33.3333333333333,1,10,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,1,NA,0,0.33,0,0.33,0,0.33,0,0.66,1,0.33,0,0.33,0,6,1,3,0,4,0,2,0,4,0
"1387",905,"R_3eFDuru6eQdLb2e","EN","Female",1974,"Alberta","Some technical, community college, CEGEP, College Classique","$90,001 to $110,000","In couple without children","Yes","A caregiver or homemaker",NA,NA,NA,NA,5,0,"Brown",1,3,2,5,4,40,30,20,5,5,10,20,40,30,0,0,0,100,30,10,30,30,25,50,25,25,25,25,25,"","Sometimes","Most of the time","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","3ab20a9d-99ec-f011-8d4c-002248d5417f","Alberta","English","Did not vote","Did not vote","Solely as Canadian",1,0,0,0,0,"Alberta",40,0.4,0.5,30,0.3,0.25,20,0.2,0.25,5,0.05,0,5,0.05,0,0,-15,0,-5,1,15,0,5,0,-25,0,-25,0,-25,1,75,0,5,0,-15,0,5,0,5,0,-8.33333333333334,1,16.6666666666667,0,-8.33333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.66,1,0,0,0.33,0,0.33,0,0.66,1,0.33,0,0.66,1,1,0,0,0,0,0,0,0,0,0
"1388",1036,"R_6dKyc4KwFK0L9qi","EN","Male",1982,"Alberta","Completed secondary/ high school","$30,001 to $60,000","Alone without children","Yes","Working full-time (35 or more hours per week)",NA,NA,NA,NA,5,5,"Brown",5,4,2,3,1,30,25,5,30,10,0,10,0,90,0,10,0,90,20,0,40,40,0,100,0,75,25,0,0,"Never","","Sometimes","Sometimes","Sometimes","Sometimes","Most of the time","Sometimes","525d5504-76ed-f011-8d4c-002248d5417f","Alberta","English","Conservative Party of Canada","Did not vote","Solely as Canadian",2,2,1,0,4,"Alberta",30,0.3,0.25,25,0.25,0.25,5,0.05,0,30,0.3,0.25,10,0.1,0,0,-25,0,-15,0,-25,1,65,0,-25,0,-15,0,-25,1,65,0,-5,0,-25,0,15,0,15,0,-33.3333333333333,1,66.6666666666667,0,-33.3333333333333,1,50,0,0,0,-25,0,-25,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,NA,0,0.33,0,0.33,0,0.66,1,0.66,1,0,0,0.66,1,2,0,2,0,1,0,0,0,4,0
"1389",559,"R_6roWeR0472YKCdt","FR","Female",2006,"Quebec","Some university","$1 to $30,000","Alone without children","Yes","A student attending school",NA,NA,NA,NA,5,7,"Brown",2,3,4,1,5,30,10,5,45,10,0,0,0,100,0,0,0,100,0,0,70,30,60,0,40,0,0,100,0,"","Most of the time","Rarely","Rarely","Most of the time","Sometimes","Most of the time","Never","30cb0b7e-99ec-f011-8d4c-002248d5417f","Québec","French","Liberal Party of Canada","Conservative Party of Quebec","Equally Canadian and Quebecer",3,4,4,4,2,"Quebec",30,0.3,0.25,10,0.1,0,5,0.05,0,45,0.45,0.5,10,0.1,0,0,-25,0,-25,0,-25,1,75,0,-25,0,-25,0,-25,1,75,0,-25,0,-25,1,45,0,5,1,26.6666666666667,0,-33.3333333333333,0,6.66666666666666,0,-25,0,-25,1,75,0,-25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,0,1,1,0.66,1,0.66,1,1,1,0.66,1,0,0,0,0,3,0,4,0,4,0,4,0,2,0
"1390",1063,"R_6po2g9wyo1zAb6Q","FR","Female",1968,"Quebec","Master’s degree","$30,001 to $60,000","Alone with children","Yes","Self-employed",0,0,0,2,4,7,"Brown",1,2,5,4,3,50,0,0,0,50,0,0,50,50,0,50,50,0,0,0,100,0,0,100,0,0,0,100,0,"Sometimes","","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","92cc57af-99ec-f011-8d4c-002248d5417f","Québec","French","Bloc Québécois","Parti québécois","First Quebecer, second Canadian",5,3,3,3,6,"Quebec",50,0.5,0.5,0,0,0,0,0,0,0,0,0,50,0.5,0.5,0,-25,0,-25,0,25,0,25,0,-25,0,25,0,25,0,-25,0,-25,0,-25,1,75,0,-25,0,-33.3333333333333,1,66.6666666666667,0,-33.3333333333333,0,-25,0,-25,1,75,0,-25,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.66,1,NA,0,0.33,0,0.33,0,0.66,1,0.66,1,0.33,0,0.33,0,5,0,3,0,3,0,3,0,6,1
"1391",921,"R_6PmLYwGQECEfXbU","EN","Male",2001,"Alberta","Bachelor’s degree","$30,001 to $60,000","Alone without children","Yes","Working full-time (35 or more hours per week)",NA,NA,NA,NA,5,5,"Brown",1,4,5,3,2,35,5,5,50,5,0,0,0,100,0,10,0,90,80,0,5,15,80,0,20,40,10,40,10,"Sometimes","","Sometimes","Rarely","Most of the time","Never","Sometimes","Rarely","c07663f2-75ed-f011-8d4c-002248d5417f","Alberta","English","Liberal Party of Canada","New Democratic Party","First Canadian, second Albertan",3,3,4,3,8,"Alberta",35,0.35,0.25,5,0.05,0,5,0.05,0,50,0.5,0.5,5,0.05,0,0,-25,0,-25,0,-25,1,75,0,-25,0,-15,0,-25,1,65,1,55,0,-25,0,-20,0,-10,1,46.6666666666667,0,-33.3333333333333,0,-13.3333333333333,0,15,0,-15,0,15,0,-15,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.66,1,NA,0,0.33,0,0.66,1,1,1,0,0,0.33,0,0.33,0,3,0,3,0,4,0,3,0,8,1
