"question","dv","term","n","estimate","conf.low","conf.high","p.value","sig","direction","battery","battery_title"
"ge_pref_logit","Raise taxes","ideo_right_num",2000,-0.208,-0.304,-0.111,0,"***","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Raise taxes","ideo_vote_fed_left",2000,0.02,-0.069,0.108,0.663,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Raise taxes","ideo_vote_prov_left",2000,0.047,-0.007,0.101,0.088,".","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Raise taxes","incomeHigh_bin",2000,-0.04,-0.088,0.007,0.092,".","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Raise taxes","quebec_bin",2000,-0.019,-0.098,0.06,0.636,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Raise taxes","region_eastcoast_bin",2000,-0.018,-0.068,0.032,0.481,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Raise taxes","ses_french_bin",2000,-0.022,-0.094,0.05,0.542,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Raise taxes","ses_male_bin",2000,0.026,-0.013,0.064,0.196,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Raise taxes","trust_inst_fed_bin",2000,0.052,0.001,0.103,0.044,"*","Positive","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Raise taxes","trust_inst_prov_bin",2000,0.03,-0.022,0.081,0.256,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Raise taxes","univ_educ_bin",2000,0.036,-0.003,0.074,0.068,".","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Raise taxes","vote_PCC_bin",2000,-0.097,-0.149,-0.044,0,"***","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Raise taxes","vote_PLC_bin",2000,-0.016,-0.063,0.032,0.524,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Cut other spending","age18_34_bin",2000,0.084,0.023,0.144,0.006,"**","Positive","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Cut other spending","age55plus_bin",2000,-0.04,-0.097,0.016,0.163,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Cut other spending","alberta_bin",2000,-0.083,-0.137,-0.029,0.003,"**","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Cut other spending","children_bin",2000,-0.02,-0.066,0.026,0.399,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Cut other spending","employ_fulltime_bin",2000,0.043,-0.004,0.091,0.073,".","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Cut other spending","ideo_define_QC_first_bin",2000,0.041,-0.045,0.128,0.35,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Cut other spending","ideo_right_num",2000,-0.102,-0.205,0,0.051,".","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Cut other spending","ideo_vote_fed_left",2000,-0.085,-0.187,0.017,0.102,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Cut other spending","ideo_vote_prov_left",2000,0.039,-0.024,0.102,0.223,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Cut other spending","incomeHigh_bin",2000,-0.04,-0.095,0.014,0.147,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Cut other spending","quebec_bin",2000,-0.099,-0.185,-0.012,0.026,"*","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Cut other spending","region_eastcoast_bin",2000,-0.087,-0.139,-0.035,0.001,"**","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Cut other spending","ses_french_bin",2000,0.047,-0.049,0.143,0.337,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Cut other spending","ses_male_bin",2000,-0.075,-0.117,-0.033,0,"***","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Cut other spending","trust_inst_fed_bin",2000,0.005,-0.049,0.059,0.864,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Cut other spending","trust_inst_prov_bin",2000,0.087,0.031,0.143,0.002,"**","Positive","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Cut other spending","univ_educ_bin",2000,-0.023,-0.065,0.019,0.285,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Cut other spending","vote_PCC_bin",2000,-0.141,-0.196,-0.085,0,"***","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Cut other spending","vote_PLC_bin",2000,-0.043,-0.096,0.011,0.116,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Increase debt","age18_34_bin",2000,0.045,-0.013,0.104,0.127,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Increase debt","age55plus_bin",2000,-0.026,-0.082,0.029,0.35,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Increase debt","alberta_bin",2000,-0.03,-0.086,0.027,0.306,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Increase debt","children_bin",2000,0.003,-0.042,0.048,0.903,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Increase debt","employ_fulltime_bin",2000,0.025,-0.022,0.073,0.299,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Increase debt","ideo_define_QC_first_bin",2000,0.091,0.005,0.176,0.038,"*","Positive","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Increase debt","ideo_right_num",2000,-0.209,-0.313,-0.105,0,"***","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Increase debt","ideo_vote_fed_left",2000,0.022,-0.076,0.121,0.657,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Increase debt","ideo_vote_prov_left",2000,0.047,-0.011,0.104,0.113,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Increase debt","incomeHigh_bin",2000,-0.048,-0.099,0.003,0.063,".","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Increase debt","quebec_bin",2000,-0.046,-0.138,0.045,0.322,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Increase debt","region_eastcoast_bin",2000,-0.013,-0.068,0.043,0.657,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Increase debt","ses_french_bin",2000,0.044,-0.048,0.136,0.35,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Increase debt","ses_male_bin",2000,0.009,-0.031,0.05,0.651,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Increase debt","trust_inst_fed_bin",2000,0.111,0.057,0.166,0,"***","Positive","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Increase debt","trust_inst_prov_bin",2000,-0.038,-0.09,0.015,0.161,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Increase debt","univ_educ_bin",2000,0.002,-0.039,0.043,0.934,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Increase debt","vote_PCC_bin",2000,-0.114,-0.172,-0.055,0,"***","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","Increase debt","vote_PLC_bin",2000,-0.018,-0.069,0.033,0.492,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","No increase, regardless of implications for issue","age18_34_bin",2001,-0.07,-0.131,-0.009,0.024,"*","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","No increase, regardless of implications for issue","age55plus_bin",2001,-0.002,-0.058,0.054,0.946,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","No increase, regardless of implications for issue","alberta_bin",2001,0.046,-0.013,0.105,0.126,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","No increase, regardless of implications for issue","children_bin",2001,0.019,-0.028,0.065,0.43,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","No increase, regardless of implications for issue","employ_fulltime_bin",2001,-0.028,-0.076,0.02,0.253,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","No increase, regardless of implications for issue","ideo_define_QC_first_bin",2001,-0.162,-0.241,-0.083,0,"***","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","No increase, regardless of implications for issue","ideo_right_num",2001,0.312,0.206,0.418,0,"***","Positive","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","No increase, regardless of implications for issue","ideo_vote_fed_left",2001,0.014,-0.09,0.119,0.787,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","No increase, regardless of implications for issue","ideo_vote_prov_left",2001,-0.156,-0.214,-0.097,0,"***","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","No increase, regardless of implications for issue","incomeHigh_bin",2001,0.048,-0.007,0.102,0.088,".","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","No increase, regardless of implications for issue","quebec_bin",2001,0.089,-0.004,0.182,0.059,".","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","No increase, regardless of implications for issue","region_eastcoast_bin",2001,0.034,-0.023,0.09,0.244,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","No increase, regardless of implications for issue","ses_french_bin",2001,-0.052,-0.142,0.037,0.252,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","No increase, regardless of implications for issue","ses_male_bin",2001,0.045,0.003,0.087,0.037,"*","Positive","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","No increase, regardless of implications for issue","trust_inst_fed_bin",2001,-0.058,-0.114,-0.002,0.042,"*","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","No increase, regardless of implications for issue","trust_inst_prov_bin",2001,-0.029,-0.085,0.027,0.308,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","No increase, regardless of implications for issue","univ_educ_bin",2001,-0.072,-0.114,-0.03,0.001,"**","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","No increase, regardless of implications for issue","vote_PCC_bin",2001,0.139,0.073,0.206,0,"***","Positive","ge","Increase green economy spending, how to fund it"
"ge_pref_logit","No increase, regardless of implications for issue","vote_PLC_bin",2001,-0.048,-0.104,0.008,0.094,".","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Raise taxes","age18_34_bin",1974,0.003,-0.02,0.026,0.807,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Raise taxes","age55plus_bin",1974,-0.003,-0.025,0.02,0.804,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Raise taxes","alberta_bin",1974,-0.008,-0.028,0.011,0.416,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Raise taxes","children_bin",1974,-0.02,-0.035,-0.005,0.009,"**","Negative","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Raise taxes","employ_fulltime_bin",1974,0.003,-0.015,0.022,0.72,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Raise taxes","ideo_define_QC_first_bin",1974,0.015,-0.024,0.055,0.447,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Raise taxes","ideo_right_num",1974,-0.054,-0.097,-0.012,0.013,"*","Negative","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Raise taxes","ideo_vote_fed_left",1974,0.006,-0.03,0.043,0.734,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Raise taxes","ideo_vote_prov_left",1974,0.01,-0.011,0.031,0.368,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Raise taxes","incomeHigh_bin",1974,-0.003,-0.021,0.015,0.75,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Raise taxes","quebec_bin",1974,0.012,-0.031,0.055,0.579,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Raise taxes","region_eastcoast_bin",1974,0,-0.02,0.02,1,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Raise taxes","ses_french_bin",1974,-0.012,-0.041,0.017,0.42,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Raise taxes","ses_male_bin",1974,0.016,0.001,0.032,0.038,"*","Positive","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Raise taxes","trust_inst_fed_bin",1974,-0.002,-0.019,0.015,0.813,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Raise taxes","trust_inst_prov_bin",1974,0.003,-0.016,0.021,0.785,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Raise taxes","univ_educ_bin",1974,0.02,0.006,0.035,0.006,"**","Positive","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Raise taxes","vote_PCC_bin",1974,-0.012,-0.034,0.009,0.268,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Raise taxes","vote_PLC_bin",1974,0.007,-0.012,0.027,0.444,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Cut other spending","age18_34_bin",1974,0.02,-0.013,0.053,0.239,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Cut other spending","age55plus_bin",1974,-0.002,-0.033,0.029,0.893,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Cut other spending","alberta_bin",1974,-0.021,-0.05,0.008,0.15,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Cut other spending","children_bin",1974,-0.004,-0.029,0.021,0.74,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Cut other spending","employ_fulltime_bin",1974,0.002,-0.024,0.028,0.901,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Cut other spending","ideo_define_QC_first_bin",1974,0.018,-0.034,0.07,0.501,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Cut other spending","ideo_right_num",1974,-0.023,-0.083,0.036,0.437,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Cut other spending","ideo_vote_fed_left",1974,-0.037,-0.097,0.023,0.223,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Cut other spending","ideo_vote_prov_left",1974,0.026,-0.013,0.064,0.189,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Cut other spending","incomeHigh_bin",1974,0.017,-0.018,0.052,0.345,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Cut other spending","quebec_bin",1974,-0.001,-0.055,0.054,0.985,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Cut other spending","region_eastcoast_bin",1974,-0.01,-0.039,0.02,0.521,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Cut other spending","ses_french_bin",1974,-0.009,-0.06,0.041,0.717,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Cut other spending","ses_male_bin",1974,-0.033,-0.056,-0.01,0.004,"**","Negative","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Cut other spending","trust_inst_fed_bin",1974,-0.006,-0.034,0.021,0.647,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Cut other spending","trust_inst_prov_bin",1974,0.001,-0.029,0.032,0.937,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Cut other spending","univ_educ_bin",1974,-0.006,-0.031,0.018,0.615,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Cut other spending","vote_PCC_bin",1974,-0.009,-0.041,0.023,0.589,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Cut other spending","vote_PLC_bin",1974,-0.014,-0.043,0.014,0.331,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Increase debt","age18_34_bin",1974,-0.003,-0.026,0.02,0.782,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Increase debt","age55plus_bin",1974,-0.033,-0.058,-0.008,0.009,"**","Negative","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Increase debt","alberta_bin",1974,-0.019,-0.041,0.004,0.107,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Increase debt","children_bin",1974,0.001,-0.019,0.02,0.959,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Increase debt","employ_fulltime_bin",1974,-0.011,-0.031,0.01,0.306,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Increase debt","ideo_define_QC_first_bin",1974,0.002,-0.031,0.036,0.892,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Increase debt","ideo_right_num",1974,-0.06,-0.105,-0.014,0.011,"*","Negative","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Increase debt","ideo_vote_fed_left",1974,0.012,-0.042,0.066,0.658,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Increase debt","ideo_vote_prov_left",1974,0.025,-0.004,0.053,0.086,".","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Increase debt","incomeHigh_bin",1974,-0.008,-0.029,0.013,0.45,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Increase debt","quebec_bin",1974,-0.014,-0.054,0.026,0.483,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Increase debt","region_eastcoast_bin",1974,-0.005,-0.03,0.021,0.725,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Increase debt","ses_french_bin",1974,0.051,-0.007,0.109,0.087,".","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Increase debt","ses_male_bin",1974,0.006,-0.013,0.024,0.54,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Increase debt","trust_inst_fed_bin",1974,0.018,-0.009,0.044,0.188,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Increase debt","trust_inst_prov_bin",1974,-0.036,-0.057,-0.015,0.001,"**","Negative","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Increase debt","univ_educ_bin",1974,-0.009,-0.028,0.01,0.367,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Increase debt","vote_PCC_bin",1974,0.004,-0.036,0.044,0.838,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","Increase debt","vote_PLC_bin",1974,0.032,0.007,0.057,0.012,"*","Positive","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","age18_34_bin",1975,-0.116,-0.17,-0.061,0,"***","Negative","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","age55plus_bin",1975,0.064,0.012,0.117,0.017,"*","Positive","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","alberta_bin",1975,0.077,0.021,0.134,0.007,"**","Positive","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","children_bin",1975,0.014,-0.029,0.056,0.53,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","employ_fulltime_bin",1975,-0.027,-0.073,0.018,0.239,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","ideo_define_QC_first_bin",1975,-0.074,-0.15,0.003,0.058,".","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","ideo_right_num",1975,0.298,0.199,0.397,0,"***","Positive","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","ideo_vote_fed_left",1975,0.005,-0.099,0.11,0.921,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","ideo_vote_prov_left",1975,-0.149,-0.207,-0.091,0,"***","Negative","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","incomeHigh_bin",1975,0.075,0.022,0.128,0.006,"**","Positive","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","quebec_bin",1975,0.043,-0.045,0.132,0.333,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","region_eastcoast_bin",1975,0.04,-0.015,0.095,0.157,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","ses_french_bin",1975,-0.043,-0.123,0.038,0.301,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","ses_male_bin",1975,0.049,0.009,0.089,0.015,"*","Positive","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","trust_inst_fed_bin",1975,-0.075,-0.127,-0.023,0.005,"**","Negative","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","trust_inst_prov_bin",1975,-0.084,-0.133,-0.035,0.001,"**","Negative","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","univ_educ_bin",1975,-0.021,-0.06,0.018,0.288,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","vote_PCC_bin",1975,0.165,0.101,0.23,0,"***","Positive","ge","Increase green economy spending, how to fund it"
"ge_intense_logit","No increase, regardless of implications for issue","vote_PLC_bin",1975,-0.015,-0.072,0.041,0.598,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","age18_34_bin",2000,0.014,-0.042,0.07,0.621,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","age55plus_bin",2000,-0.055,-0.105,-0.005,0.031,"*","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","alberta_bin",2000,-0.031,-0.084,0.022,0.257,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","children_bin",2000,-0.03,-0.072,0.012,0.162,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","employ_fulltime_bin",2000,0.004,-0.04,0.047,0.873,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","ideo_define_QC_first_bin",2000,-0.025,-0.101,0.052,0.525,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","ideo_right_num",2000,-0.214,-0.313,-0.116,0,"***","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","ideo_vote_fed_left",2000,0.03,-0.072,0.131,0.566,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","ideo_vote_prov_left",2000,0.051,-0.006,0.108,0.079,".","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","incomeHigh_bin",2000,-0.039,-0.087,0.01,0.12,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","quebec_bin",2000,-0.019,-0.103,0.065,0.653,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","region_eastcoast_bin",2000,-0.019,-0.073,0.035,0.495,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","ses_french_bin",2000,-0.026,-0.103,0.052,0.518,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","ses_male_bin",2000,0.026,-0.012,0.065,0.181,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","trust_inst_fed_bin",2000,0.054,0.001,0.107,0.044,"*","Positive","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","trust_inst_prov_bin",2000,0.029,-0.022,0.079,0.264,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","univ_educ_bin",2000,0.036,-0.002,0.074,0.061,".","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","vote_PCC_bin",2000,-0.082,-0.135,-0.029,0.003,"**","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Raise taxes","vote_PLC_bin",2000,-0.017,-0.073,0.039,0.544,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","age18_34_bin",2000,0.088,0.027,0.149,0.005,"**","Positive","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","age55plus_bin",2000,-0.039,-0.094,0.017,0.174,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","alberta_bin",2000,-0.086,-0.144,-0.029,0.003,"**","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","children_bin",2000,-0.02,-0.067,0.026,0.392,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","employ_fulltime_bin",2000,0.044,-0.004,0.092,0.076,".","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","ideo_define_QC_first_bin",2000,0.041,-0.048,0.131,0.364,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","ideo_right_num",2000,-0.101,-0.206,0.004,0.058,".","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","ideo_vote_fed_left",2000,-0.092,-0.204,0.019,0.104,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","ideo_vote_prov_left",2000,0.041,-0.023,0.105,0.212,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","incomeHigh_bin",2000,-0.04,-0.095,0.015,0.152,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","quebec_bin",2000,-0.102,-0.198,-0.006,0.037,"*","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","region_eastcoast_bin",2000,-0.091,-0.15,-0.033,0.002,"**","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","ses_french_bin",2000,0.043,-0.049,0.134,0.36,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","ses_male_bin",2000,-0.075,-0.117,-0.033,0,"***","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","trust_inst_fed_bin",2000,0.003,-0.051,0.058,0.908,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","trust_inst_prov_bin",2000,0.087,0.033,0.14,0.001,"**","Positive","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","univ_educ_bin",2000,-0.023,-0.065,0.019,0.28,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","vote_PCC_bin",2000,-0.147,-0.209,-0.084,0,"***","Negative","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Cut other spending","vote_PLC_bin",2000,-0.047,-0.106,0.011,0.112,"","No clear effect","ge","Increase green economy spending, how to fund it"
"ge_pref_lpm","Increase debt","age18_34_bin",2000,0.044,-0.015,0.103,0.146,"","No clear effect","ge","Increase green economy spending, how to fund it"
